Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Status
shimano-cs-r9200-dura-ace-12s-11-34,Shimano CS-R9200 Dura-Ace 12s 11-34,<p><strong>Kompatibilität:</strong> Alle Shimano 12-fach Räder</p><ul><li>Schaltgruppen-Hersteller: Shimano</li><li>Gang: 12-fach</li></ul>,Shimano,Kassette,Kassette,"vm-kat-kassette, vm-groupset-shimano, vm-speed-12",TRUE,Title,Default Title,VM-SHIMANOCSR9200D,0,shopify,99,continue,manual,279.99,,TRUE,TRUE,active
shimano-cs-r8100-ultegra-12s-11-30,Shimano CS-R8100 Ultegra 12s 11-30,<p><strong>Kompatibilität:</strong> Alle Shimano 12-fach Räder</p><ul><li>Schaltgruppen-Hersteller: Shimano</li><li>Gang: 12-fach</li></ul>,Shimano,Kassette,Kassette,"vm-kat-kassette, vm-groupset-shimano, vm-speed-12",TRUE,Title,Default Title,VM-SHIMANOCSR8100U,0,shopify,99,continue,manual,79.99,,TRUE,TRUE,active
shimano-cs-r8100-ultegra-12s-11-34,Shimano CS-R8100 Ultegra 12s 11-34,<p><strong>Kompatibilität:</strong> Alle Shimano 12-fach Räder</p><ul><li>Schaltgruppen-Hersteller: Shimano</li><li>Gang: 12-fach</li></ul>,Shimano,Kassette,Kassette,"vm-kat-kassette, vm-groupset-shimano, vm-speed-12",TRUE,Title,Default Title,VM-SHIMANOCSR8100U,0,shopify,99,continue,manual,79.99,,TRUE,TRUE,active
shimano-cs-r7100-105-12s-11-34,Shimano CS-R7100 105 12s 11-34,<p><strong>Kompatibilität:</strong> Alle Shimano 12-fach Räder</p><ul><li>Schaltgruppen-Hersteller: Shimano</li><li>Gang: 12-fach</li></ul>,Shimano,Kassette,Kassette,"vm-kat-kassette, vm-groupset-shimano, vm-speed-12",TRUE,Title,Default Title,VM-SHIMANOCSR71001,0,shopify,99,continue,manual,49.99,,TRUE,TRUE,active
shimano-cs-hg500-tiagra-10s-11-34,Shimano CS-HG500 Tiagra 10s 11-34,<p><strong>Kompatibilität:</strong> Shimano 10-fach Räder</p><ul><li>Schaltgruppen-Hersteller: Shimano</li><li>Gang: 10-fach</li></ul>,Shimano,Kassette,Kassette,"vm-kat-kassette, vm-groupset-shimano, vm-speed-10",TRUE,Title,Default Title,VM-SHIMANOCSHG500T,0,shopify,99,continue,manual,29.99,,TRUE,TRUE,active
sram-red-xg-1290-12s-10-33,SRAM Red XG-1290 12s 10-33,<p><strong>Kompatibilität:</strong> Alle SRAM 12-fach AXS Räder</p><ul><li>Schaltgruppen-Hersteller: SRAM</li><li>Gang: 12-fach</li></ul>,SRAM,Kassette,Kassette,"vm-kat-kassette, vm-groupset-sram, vm-speed-12",TRUE,Title,Default Title,VM-SRAMREDXG12901,0,shopify,99,continue,manual,299.99,,TRUE,TRUE,active
sram-force-xg-1270-12s-10-33,SRAM Force XG-1270 12s 10-33,<p><strong>Kompatibilität:</strong> Alle SRAM 12-fach AXS Räder</p><ul><li>Schaltgruppen-Hersteller: SRAM</li><li>Gang: 12-fach</li></ul>,SRAM,Kassette,Kassette,"vm-kat-kassette, vm-groupset-sram, vm-speed-12",TRUE,Title,Default Title,VM-SRAMFORCEXG1270,0,shopify,99,continue,manual,99.99,,TRUE,TRUE,active
sram-force-xg-1270-12s-10-36,SRAM Force XG-1270 12s 10-36,<p><strong>Kompatibilität:</strong> Alle SRAM 12-fach AXS Räder</p><ul><li>Schaltgruppen-Hersteller: SRAM</li><li>Gang: 12-fach</li></ul>,SRAM,Kassette,Kassette,"vm-kat-kassette, vm-groupset-sram, vm-speed-12",TRUE,Title,Default Title,VM-SRAMFORCEXG1270,0,shopify,99,continue,manual,99.99,,TRUE,TRUE,active
sram-rival-xg-1250-12s-10-36,SRAM Rival XG-1250 12s 10-36,<p><strong>Kompatibilität:</strong> Alle SRAM 12-fach AXS Räder</p><ul><li>Schaltgruppen-Hersteller: SRAM</li><li>Gang: 12-fach</li></ul>,SRAM,Kassette,Kassette,"vm-kat-kassette, vm-groupset-sram, vm-speed-12",TRUE,Title,Default Title,VM-SRAMRIVALXG1250,0,shopify,99,continue,manual,54.99,,TRUE,TRUE,active
shimano-sm-cn910-12-quick-link-12s-2-st,Shimano SM-CN910-12 Quick-Link 12s (2 St.),<p><strong>Kompatibilität:</strong> Alle Shimano 12-fach Ketten</p><ul><li>Schaltgruppen-Hersteller: Shimano</li><li>Gang: 12-fach</li></ul>,Shimano,Kettenschloss,Kettenschloss,"vm-kat-kettenschloss, vm-groupset-shimano, vm-speed-12",TRUE,Title,Default Title,VM-SHIMANOSMCN9101,0,shopify,99,continue,manual,9.99,,TRUE,TRUE,active
shimano-sm-cn900-11-quick-link-11s-2-st,Shimano SM-CN900-11 Quick-Link 11s (2 St.),<p><strong>Kompatibilität:</strong> Alle Shimano 11-fach Ketten</p><ul><li>Schaltgruppen-Hersteller: Shimano</li><li>Gang: 11-fach</li></ul>,Shimano,Kettenschloss,Kettenschloss,"vm-kat-kettenschloss, vm-groupset-shimano, vm-speed-11",TRUE,Title,Default Title,VM-SHIMANOSMCN9001,0,shopify,99,continue,manual,7.99,,TRUE,TRUE,active
sram-powerlock-12s-flattop-4-st,SRAM PowerLock 12s Flattop (4 St.),<p><strong>Kompatibilität:</strong> Alle SRAM 12-fach AXS Ketten</p><ul><li>Schaltgruppen-Hersteller: SRAM</li><li>Gang: 12-fach</li></ul>,SRAM,Kettenschloss,Kettenschloss,"vm-kat-kettenschloss, vm-groupset-sram, vm-speed-12",TRUE,Title,Default Title,VM-SRAMPOWERLOCK12S,0,shopify,99,continue,manual,11.99,,TRUE,TRUE,active
campagnolo-c-link-12s-2-st,Campagnolo C-Link 12s (2 St.),<p><strong>Kompatibilität:</strong> Alle Campagnolo 12-fach Ketten</p><ul><li>Schaltgruppen-Hersteller: Campagnolo</li><li>Gang: 12-fach</li></ul>,Campagnolo,Kettenschloss,Kettenschloss,"vm-kat-kettenschloss, vm-groupset-campagnolo, vm-speed-12",TRUE,Title,Default Title,VM-CAMPAGNOLOCLINK,0,shopify,99,continue,manual,14.99,,TRUE,TRUE,active
shimano-bb-rs500-pb-press-fit-bb86,Shimano BB-RS500-PB Press-Fit BB86,"<p><strong>Kompatibilität:</strong> Canyon, Cube, Rose (BB86)</p><ul><li>Schaltgruppen-Hersteller: Shimano</li><li>Innenlager-Standard: BB86</li></ul>",Shimano,Innenlager,Innenlager,"vm-kat-innenlager, vm-groupset-shimano, vm-speed-alle, vm-bb-bb86",TRUE,Title,Default Title,VM-SHIMANOBBRS500P,0,shopify,99,continue,manual,19.99,,TRUE,TRUE,active
shimano-sm-bb71-41b-press-fit-bb86,Shimano SM-BB71-41B Press-Fit BB86,"<p><strong>Kompatibilität:</strong> Canyon, Cube, Rose (BB86)</p><ul><li>Schaltgruppen-Hersteller: Shimano</li><li>Innenlager-Standard: BB86</li></ul>",Shimano,Innenlager,Innenlager,"vm-kat-innenlager, vm-groupset-shimano, vm-speed-alle, vm-bb-bb86",TRUE,Title,Default Title,VM-SHIMANOSMBB7141,0,shopify,99,continue,manual,24.99,,TRUE,TRUE,active
shimano-sm-bb92-41b-press-fit-bb92,Shimano SM-BB92-41B Press-Fit BB92,"<p><strong>Kompatibilität:</strong> BMC, Scott (BB92/PF86)</p><ul><li>Schaltgruppen-Hersteller: Shimano</li><li>Innenlager-Standard: BB92</li></ul>",Shimano,Innenlager,Innenlager,"vm-kat-innenlager, vm-groupset-shimano, vm-speed-alle, vm-bb-bb92",TRUE,Title,Default Title,VM-SHIMANOSMBB9241,0,shopify,99,continue,manual,24.99,,TRUE,TRUE,active
shimano-sm-bb9200-dura-ace-bsa-68mm,Shimano SM-BB9200 Dura-Ace BSA 68mm,"<p><strong>Kompatibilität:</strong> Specialized, Colnago V5Rs, Cannondale Gen4+ (BSA)</p><ul><li>Schaltgruppen-Hersteller: Shimano</li><li>Innenlager-Standard: BSA</li></ul>",Shimano,Innenlager,Innenlager,"vm-kat-innenlager, vm-groupset-shimano, vm-speed-alle, vm-bb-bsa",TRUE,Title,Default Title,VM-SHIMANOSMBB9200,0,shopify,99,continue,manual,44.99,,TRUE,TRUE,active
shimano-sm-bb9200-italian-thread,Shimano SM-BB9200 Italian Thread,<p><strong>Kompatibilität:</strong> Pinarello ALLE Modelle (Italian Thread)</p><ul><li>Schaltgruppen-Hersteller: Shimano</li><li>Innenlager-Standard: Italian Thread</li></ul>,Shimano,Innenlager,Innenlager,"vm-kat-innenlager, vm-groupset-shimano, vm-speed-alle, vm-bb-italian-thread",TRUE,Title,Default Title,VM-SHIMANOSMBB9200,0,shopify,99,continue,manual,44.99,,TRUE,TRUE,active
sram-dub-press-fit-bb86-road,SRAM DUB Press-Fit BB86 Road,"<p><strong>Kompatibilität:</strong> Canyon, Cube, Rose mit SRAM (BB86)</p><ul><li>Schaltgruppen-Hersteller: SRAM</li><li>Innenlager-Standard: BB86</li></ul>",SRAM,Innenlager,Innenlager,"vm-kat-innenlager, vm-groupset-sram, vm-speed-alle, vm-bb-bb86",TRUE,Title,Default Title,VM-SRAMDUBPRESSFIT,0,shopify,99,continue,manual,29.99,,TRUE,TRUE,active
sram-dub-bsa-68mm-road,SRAM DUB BSA 68mm Road,"<p><strong>Kompatibilität:</strong> Specialized, Cannondale mit SRAM (BSA)</p><ul><li>Schaltgruppen-Hersteller: SRAM</li><li>Innenlager-Standard: BSA</li></ul>",SRAM,Innenlager,Innenlager,"vm-kat-innenlager, vm-groupset-sram, vm-speed-alle, vm-bb-bsa",TRUE,Title,Default Title,VM-SRAMDUBBSA68MM,0,shopify,99,continue,manual,29.99,,TRUE,TRUE,active
sram-dub-press-fit-bb92-road,SRAM DUB Press-Fit BB92 Road,"<p><strong>Kompatibilität:</strong> BMC, Scott mit SRAM (BB92)</p><ul><li>Schaltgruppen-Hersteller: SRAM</li><li>Innenlager-Standard: BB92</li></ul>",SRAM,Innenlager,Innenlager,"vm-kat-innenlager, vm-groupset-sram, vm-speed-alle, vm-bb-bb92",TRUE,Title,Default Title,VM-SRAMDUBPRESSFIT,0,shopify,99,continue,manual,29.99,,TRUE,TRUE,active
token-t47-v24-shimano-24mm,Token T47 V24 Shimano 24mm,"<p><strong>Kompatibilität:</strong> Look, Trek, Colnago V4Rs, Factor Gen2 (T47)</p><ul><li>Schaltgruppen-Hersteller: Shimano</li><li>Innenlager-Standard: T47</li></ul>",Token,Innenlager,Innenlager,"vm-kat-innenlager, vm-groupset-shimano, vm-speed-alle, vm-bb-t47",TRUE,Title,Default Title,VM-TOKENT47V24SHIM,0,shopify,99,continue,manual,49.99,,TRUE,TRUE,active
sram-dub-t47-road,SRAM DUB T47 Road,"<p><strong>Kompatibilität:</strong> Trek, Factor, Look mit SRAM (T47)</p><ul><li>Schaltgruppen-Hersteller: SRAM</li><li>Innenlager-Standard: T47</li></ul>",SRAM,Innenlager,Innenlager,"vm-kat-innenlager, vm-groupset-sram, vm-speed-alle, vm-bb-t47",TRUE,Title,Default Title,VM-SRAMDUBT47ROAD,0,shopify,99,continue,manual,39.99,,TRUE,TRUE,active
ceramicspeed-bbright-shimano-24mm,CeramicSpeed BBright Shimano 24mm,"<p><strong>Kompatibilität:</strong> Cervélo S5, R5, Caledonia-5 (BBright)</p><ul><li>Schaltgruppen-Hersteller: Shimano</li><li>Innenlager-Standard: BBright</li></ul>",CeramicSpeed,Innenlager,Innenlager,"vm-kat-innenlager, vm-groupset-shimano, vm-speed-alle, vm-bb-bbright",TRUE,Title,Default Title,VM-CERAMICSPEEDBBRIG,0,shopify,99,continue,manual,159.99,,TRUE,TRUE,active
ceramicspeed-bbright-sram-dub,CeramicSpeed BBright SRAM DUB,"<p><strong>Kompatibilität:</strong> Cervélo S5, R5, Caledonia-5 mit SRAM (BBright)</p><ul><li>Schaltgruppen-Hersteller: SRAM</li><li>Innenlager-Standard: BBright</li></ul>",CeramicSpeed,Innenlager,Innenlager,"vm-kat-innenlager, vm-groupset-sram, vm-speed-alle, vm-bb-bbright",TRUE,Title,Default Title,VM-CERAMICSPEEDBBRIG,0,shopify,99,continue,manual,159.99,,TRUE,TRUE,active
ceramicspeed-bbright-47-shimano,CeramicSpeed BBrighT-47 Shimano,<p><strong>Kompatibilität:</strong> Cervélo Soloist (BBrighT-47)</p><ul><li>Schaltgruppen-Hersteller: Shimano</li><li>Innenlager-Standard: BBrighT-47</li></ul>,CeramicSpeed,Innenlager,Innenlager,"vm-kat-innenlager, vm-groupset-shimano, vm-speed-alle, vm-bb-bbright-47",TRUE,Title,Default Title,VM-CERAMICSPEEDBBRIG,0,shopify,99,continue,manual,179.99,,TRUE,TRUE,active
shimano-l05a-resin-mit-kuehlrippen-paar,Shimano L05A Resin mit Kühlrippen (Paar),<p><strong>Kompatibilität:</strong> Alle Shimano Hydr. Disc (BR-R9270 etc.)</p><ul><li>Schaltgruppen-Hersteller: Shimano</li><li>Bremse: Hydraulic Disc</li></ul>,Shimano,Bremsbelag,Bremsbelag,"vm-kat-bremsbelag, vm-groupset-shimano, vm-speed-alle, vm-brake-hydraulic-disc",TRUE,Title,Default Title,VM-SHIMANOL05ARESIN,0,shopify,99,continue,manual,24.99,,TRUE,TRUE,active
shimano-k05s-resin-paar,Shimano K05S Resin (Paar),<p><strong>Kompatibilität:</strong> Alle Shimano Hydr. Disc (Budget-Option)</p><ul><li>Schaltgruppen-Hersteller: Shimano</li><li>Bremse: Hydraulic Disc</li></ul>,Shimano,Bremsbelag,Bremsbelag,"vm-kat-bremsbelag, vm-groupset-shimano, vm-speed-alle, vm-brake-hydraulic-disc",TRUE,Title,Default Title,VM-SHIMANOK05SRESIN,0,shopify,99,continue,manual,14.99,,TRUE,TRUE,active
sram-redforcerival-axs-organic-paar,SRAM Red/Force/Rival AXS Organic (Paar),<p><strong>Kompatibilität:</strong> Alle SRAM AXS Hydr. Disc</p><ul><li>Schaltgruppen-Hersteller: SRAM</li><li>Bremse: Hydraulic Disc</li></ul>,SRAM,Bremsbelag,Bremsbelag,"vm-kat-bremsbelag, vm-groupset-sram, vm-speed-alle, vm-brake-hydraulic-disc",TRUE,Title,Default Title,VM-SRAMREDFORCERIVAL,0,shopify,99,continue,manual,29.99,,TRUE,TRUE,active
campagnolo-db-310-disc-brake-pad-paar,Campagnolo DB-310 Disc Brake Pad (Paar),<p><strong>Kompatibilität:</strong> Alle Campagnolo Hydr. Disc</p><ul><li>Schaltgruppen-Hersteller: Campagnolo</li><li>Bremse: Hydraulic Disc</li></ul>,Campagnolo,Bremsbelag,Bremsbelag,"vm-kat-bremsbelag, vm-groupset-campagnolo, vm-speed-alle, vm-brake-hydraulic-disc",TRUE,Title,Default Title,VM-CAMPAGNOLODB310,0,shopify,99,continue,manual,34.99,,TRUE,TRUE,active
swissstop-disc-34-rs-organic-paar,SwissStop Disc 34 RS Organic (Paar),<p><strong>Kompatibilität:</strong> Shimano + SRAM kompatibel</p><ul><li>Bremse: Hydraulic Disc</li></ul>,SwissStop,Bremsbelag,Bremsbelag,"vm-kat-bremsbelag, vm-groupset-alle, vm-speed-alle, vm-brake-hydraulic-disc",TRUE,Title,Default Title,VM-SWISSSTOPDISC34,0,shopify,99,continue,manual,29.99,,TRUE,TRUE,active
shimano-rt-cl900-dura-ace-160mm-cl,Shimano RT-CL900 Dura-Ace 160mm CL,<p><strong>Kompatibilität:</strong> Alle Center Lock Räder (160mm)</p><ul><li>Bremse: Hydraulic Disc</li></ul>,Shimano,Bremsscheibe,Bremsscheibe,"vm-kat-bremsscheibe, vm-groupset-alle, vm-speed-alle, vm-brake-hydraulic-disc",TRUE,Title,Default Title,VM-SHIMANORTCL900D,0,shopify,99,continue,manual,54.99,,TRUE,TRUE,active
shimano-rt-cl900-dura-ace-140mm-cl,Shimano RT-CL900 Dura-Ace 140mm CL,<p><strong>Kompatibilität:</strong> Alle Center Lock Räder (140mm)</p><ul><li>Bremse: Hydraulic Disc</li></ul>,Shimano,Bremsscheibe,Bremsscheibe,"vm-kat-bremsscheibe, vm-groupset-alle, vm-speed-alle, vm-brake-hydraulic-disc",TRUE,Title,Default Title,VM-SHIMANORTCL900D,0,shopify,99,continue,manual,54.99,,TRUE,TRUE,active
shimano-rt-cl800-ultegra-160mm-cl,Shimano RT-CL800 Ultegra 160mm CL,<p><strong>Kompatibilität:</strong> Alle Center Lock Räder (160mm)</p><ul><li>Bremse: Hydraulic Disc</li></ul>,Shimano,Bremsscheibe,Bremsscheibe,"vm-kat-bremsscheibe, vm-groupset-alle, vm-speed-alle, vm-brake-hydraulic-disc",TRUE,Title,Default Title,VM-SHIMANORTCL800U,0,shopify,99,continue,manual,34.99,,TRUE,TRUE,active
shimano-rt-mt800-160mm-cl-ice-tech,Shimano RT-MT800 160mm CL Ice Tech,<p><strong>Kompatibilität:</strong> Alle Center Lock Räder (160mm)</p><ul><li>Bremse: Hydraulic Disc</li></ul>,Shimano,Bremsscheibe,Bremsscheibe,"vm-kat-bremsscheibe, vm-groupset-alle, vm-speed-alle, vm-brake-hydraulic-disc",TRUE,Title,Default Title,VM-SHIMANORTMT8001,0,shopify,99,continue,manual,29.99,,TRUE,TRUE,active
sram-paceline-cl-160mm-center-lock,SRAM Paceline CL 160mm Center Lock,<p><strong>Kompatibilität:</strong> Alle Center Lock Räder (160mm)</p><ul><li>Bremse: Hydraulic Disc</li></ul>,SRAM,Bremsscheibe,Bremsscheibe,"vm-kat-bremsscheibe, vm-groupset-alle, vm-speed-alle, vm-brake-hydraulic-disc",TRUE,Title,Default Title,VM-SRAMPACELINECL1,0,shopify,99,continue,manual,44.99,,TRUE,TRUE,active
continental-gp-5000-s-tr-25mm-700c-tlr,Continental GP 5000 S TR 25mm 700c TLR,<p><strong>Kompatibilität:</strong> Alle 700c Räder mit min. 25mm Freiheit</p>,Continental,Reifen,Reifen,"vm-kat-reifen, vm-groupset-alle, vm-speed-alle",TRUE,Title,Default Title,VM-CONTINENTALGP500,0,shopify,99,continue,manual,64.99,,TRUE,TRUE,active
continental-gp-5000-s-tr-28mm-700c-tlr,Continental GP 5000 S TR 28mm 700c TLR,<p><strong>Kompatibilität:</strong> Alle 700c Räder mit min. 28mm Freiheit</p>,Continental,Reifen,Reifen,"vm-kat-reifen, vm-groupset-alle, vm-speed-alle",TRUE,Title,Default Title,VM-CONTINENTALGP500,0,shopify,99,continue,manual,64.99,,TRUE,TRUE,active
continental-gp-5000-s-tr-30mm-700c-tlr,Continental GP 5000 S TR 30mm 700c TLR,<p><strong>Kompatibilität:</strong> Alle 700c Räder mit min. 30mm Freiheit</p>,Continental,Reifen,Reifen,"vm-kat-reifen, vm-groupset-alle, vm-speed-alle",TRUE,Title,Default Title,VM-CONTINENTALGP500,0,shopify,99,continue,manual,64.99,,TRUE,TRUE,active
continental-gp-5000-s-tr-32mm-700c-tlr,Continental GP 5000 S TR 32mm 700c TLR,<p><strong>Kompatibilität:</strong> Alle 700c Räder mit min. 32mm Freiheit</p>,Continental,Reifen,Reifen,"vm-kat-reifen, vm-groupset-alle, vm-speed-alle",TRUE,Title,Default Title,VM-CONTINENTALGP500,0,shopify,99,continue,manual,64.99,,TRUE,TRUE,active
continental-gp-5000-28mm-700c-kevlar,Continental GP 5000 28mm 700c Kevlar,<p><strong>Kompatibilität:</strong> Alle 700c Räder (nicht Tubeless)</p>,Continental,Reifen,Reifen,"vm-kat-reifen, vm-groupset-alle, vm-speed-alle",TRUE,Title,Default Title,VM-CONTINENTALGP500,0,shopify,99,continue,manual,49.99,,TRUE,TRUE,active
vittoria-corsa-pro-tlr-28mm-700c,Vittoria Corsa Pro TLR 28mm 700c,<p><strong>Kompatibilität:</strong> Alle 700c Räder mit min. 28mm Freiheit</p>,Vittoria,Reifen,Reifen,"vm-kat-reifen, vm-groupset-alle, vm-speed-alle",TRUE,Title,Default Title,VM-VITTORIACORSAPRO,0,shopify,99,continue,manual,69.99,,TRUE,TRUE,active
vittoria-corsa-n-ext-tlr-28mm-700c,Vittoria Corsa N.EXT TLR 28mm 700c,<p><strong>Kompatibilität:</strong> Alle 700c Räder mit min. 28mm Freiheit</p>,Vittoria,Reifen,Reifen,"vm-kat-reifen, vm-groupset-alle, vm-speed-alle",TRUE,Title,Default Title,VM-VITTORIACORSANE,0,shopify,99,continue,manual,54.99,,TRUE,TRUE,active
pirelli-p-zero-race-tlr-28mm-700c,Pirelli P Zero Race TLR 28mm 700c,<p><strong>Kompatibilität:</strong> Alle 700c Räder mit min. 28mm Freiheit</p>,Pirelli,Reifen,Reifen,"vm-kat-reifen, vm-groupset-alle, vm-speed-alle",TRUE,Title,Default Title,VM-PIRELLIPZERORAC,0,shopify,99,continue,manual,59.99,,TRUE,TRUE,active
schwalbe-pro-one-tt-tle-28mm-700c,Schwalbe Pro One TT TLE 28mm 700c,<p><strong>Kompatibilität:</strong> Alle 700c Räder mit min. 28mm Freiheit</p>,Schwalbe,Reifen,Reifen,"vm-kat-reifen, vm-groupset-alle, vm-speed-alle",TRUE,Title,Default Title,VM-SCHWALBEPROONET,0,shopify,99,continue,manual,64.99,,TRUE,TRUE,active
schwalbe-pro-one-aero-tle-28mm-700c,Schwalbe Pro One Aero TLE 28mm 700c,<p><strong>Kompatibilität:</strong> Alle 700c Räder mit min. 28mm Freiheit</p>,Schwalbe,Reifen,Reifen,"vm-kat-reifen, vm-groupset-alle, vm-speed-alle",TRUE,Title,Default Title,VM-SCHWALBEPROONEA,0,shopify,99,continue,manual,69.99,,TRUE,TRUE,active
continental-race-28-light-700x25-32-presta-42mm,Continental Race 28 Light 700x25-32 Presta 42mm,<p><strong>Kompatibilität:</strong> Alle 700c Räder 25-32mm</p>,Continental,Schlauch,Schlauch,"vm-kat-schlauch, vm-groupset-alle, vm-speed-alle, vm-universal",TRUE,Title,Default Title,VM-CONTINENTALRACE2,0,shopify,99,continue,manual,7.99,,TRUE,TRUE,active
continental-race-28-light-700x25-32-presta-60mm,Continental Race 28 Light 700x25-32 Presta 60mm,<p><strong>Kompatibilität:</strong> Alle 700c Räder 25-32mm (Deep Rim)</p>,Continental,Schlauch,Schlauch,"vm-kat-schlauch, vm-groupset-alle, vm-speed-alle, vm-universal",TRUE,Title,Default Title,VM-CONTINENTALRACE2,0,shopify,99,continue,manual,8.99,,TRUE,TRUE,active
tubolito-s-tubo-road-700x18-32-42mm,Tubolito S-Tubo Road 700x18-32 42mm,"<p><strong>Kompatibilität:</strong> Alle 700c Räder (Ultraleicht, 38g)</p>",Tubolito,Schlauch,Schlauch,"vm-kat-schlauch, vm-groupset-alle, vm-speed-alle, vm-universal",TRUE,Title,Default Title,VM-TUBOLITOSTUBORO,0,shopify,99,continue,manual,34.99,,TRUE,TRUE,active
